Unnamed: 0.1,city,Unnamed: 0,Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Stadium
866,Chennai,866,8043000,1149,Velachery,3.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
2545,Chennai,2545,35500000,1132,Korattur,2.0,0.0,9.0,9.0,9.0,,9.0,9,,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2584,Bangalore,2584,3186000,1035,Electronic City Phase 2,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4996,Mumbai,4996,4300000,1131,Dombivali,3.0,0.0,9.0,9.0,9.0,,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4128,Delhi,4128,2800000,800,Noida,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1228,Chennai,1228,5116000,1066,Kovur,2.0,,0.0,1.0,,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,0.0,0,0,0,0,,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
5015,Kolkata,5015,3196000,1327,Ballygunge,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1123,Chennai,1123,8675000,1641,Mugalivakkam,3.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
364,Hyderabad,364,3300000,800,Gajularamaram,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1320,Bangalore,1320,7800000,1165,Subramanyapura,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,,1.0,1,1.0,0.0,,1,0,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,1.0,0,1.0
2830,Kolkata,2830,6000000,1575,Tollygunge,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
3818,Delhi,3818,2700000,800,Noida,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1275,Hyderabad,1275,16900000,1895,Sanath Nagar,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,1,1.0,0.0,1.0,1,1,0.0,1.0,,0.0,0,0,0,1,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
2215,Delhi,2215,4000000,720,Bindapur,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1103,Mumbai,1103,85000000,1700,Prabhadevi,,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1,
1097,Delhi,1097,3500000,720,Mansa Ram Park,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
748,Hyderabad,748,4000000,1000,Malkajgiri,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0,1.0
1078,Delhi,1078,3300000,675,Burari,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
4013,Chennai,4013,76900000,3170,Raja Annamalai Puram,,0.0,,,9.0,9.0,,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4569,Kolkata,4569,5500000,1085,Dum Dum,2.0,0.0,9.0,9.0,,9.0,9.0,9,9.0,9.0,9.0,,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1993,Delhi,1993,14500000,1100,Vasant Kunj,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
3474,Mumbai,3474,9800000,600,Dombivali,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
3114,Bangalore,3114,7368000,1392,Avalahalli Off Sarjapur Road,2.0,0.0,,,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4488,Chennai,4488,10700000,435,,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
14,Mumbai,14,9700000,1155,Kharghar,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
3575,Mumbai,3575,2450000,910,Ambernath West,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2203,Delhi,2203,4300000,465,Uttam Nagar,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
3528,Kolkata,3528,7500000,2041,Tollygunge,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1602,Delhi,1602,2700000,525,Uttam Nagar,2.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3860,Bangalore,3860,5750000,1500,RR Nagar,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,,9.0,9.0,9,9.0
2845,Mumbai,2845,22000000,1000,Andheri East,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1018,Hyderabad,1018,3500000,1080,Beeramguda,2.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
2838,Chennai,2838,2777000,2096,Mugalivakkam,4.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1460,Bangalore,1460,11900000,1850,Kudlu,3.0,0.0,0.0,,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,,0.0,0,0.0
4444,Delhi,4444,3700000,1709,Vishal Enclave,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
401,Mumbai,401,22000000,1650,Kharghar,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,,1,1.0,1.0,,1,1,1.0,0.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,,0.0,0,0.0
4717,Bangalore,4717,3261999,875,Koppa Begur Road,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
119,Chennai,119,7000000,1140,Porur,2.0,0.0,,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1291,Chennai,1291,5700000,1152,Mambakkam,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
4446,Mumbai,4446,8800000,384,Mira Road East,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,,,9,9.0
2338,Kolkata,2338,4400000,1050,Ballygunge,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,,9.0,9.0,9.0,,9,9.0
4194,Kolkata,4194,2671000,950,New Alipore,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
5235,Kolkata,5235,6900000,1203,Biren Roy Road,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4727,Kolkata,4727,13500000,1700,Park Circus,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
5219,Bangalore,5219,4133000,783,Telecom Layout Thanisandra,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
865,Bangalore,865,9396000,1800,Anjanapura,3.0,0.0,0.0,1.0,1.0,,1.0,1,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,1,1,1.0,0.0,1.0,1.0,0,0,0,0,1.0,1.0,0.0,1,,0.0,0.0,0.0,0.0,0,0.0
3673,Bangalore,3673,7697000,2225,Electronic City Phase 2,4.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
388,Hyderabad,388,5700000,1230,AS Rao Nagar,3.0,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,,0,0.0
5268,Mumbai,5268,4500000,650,Ulwe,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,,9.0,9,9.0
2682,Delhi,2682,8700000,1100,Sector 22 Rohini,4.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1910,Delhi,1910,20000000,1150,Vasant Kunj,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
2463,Delhi,2463,10000000,1400,Jasola,3.0,1.0,9.0,9.0,9.0,,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
5336,Mumbai,5336,3200000,890,,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
6756,Mumbai,6756,5750000,2605,Parel,4.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1197,Chennai,1197,10500000,1433,NehruNagar,3.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0
2054,Chennai,2054,6700000,1356,Kovur,,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,,0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,0.0,0,1,0,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1709,Hyderabad,1709,5100000,1165,ECIL Main Road,2.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0.0
2737,Kolkata,2737,6912000,888,Sonarpur,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
504,Delhi,504,4000000,750,Dwarka Mor,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0,1,0.0,0.0,,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
70,Kolkata,70,8200000,1200,Lake Gardens,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,,1.0,0,1.0,0.0,0.0,1.0,,0,1.0
1488,Delhi,1488,15500000,1850,Sector 13 Dwarka,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
3917,Chennai,3917,4255000,1038,Ayanambakkam,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2154,Kolkata,2154,2000000,700,Behala,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,,,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,
1132,Bangalore,1132,6819000,1451,Harlur,3.0,0.0,0.0,,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
1903,Delhi,1903,8000000,1000,Pitampura,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3306,Kolkata,3306,3264000,620,Bansdroni,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,
2577,Delhi,2577,40000000,1700,Sarita Vihar,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,,9.0,9.0,9.0,9,9.0
2742,Chennai,2742,18500000,1850,Guindy,3.0,0.0,9.0,9.0,9.0,9.0,,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,,9.0,9.0,9,9.0,9.0,9.0,9.0,,9,9.0
3073,Mumbai,3073,26000000,800,Ulwe,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,
5865,Kolkata,5865,4200000,1431,kalikapur,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9,,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,
1539,Delhi,1539,4200000,800,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
3369,Bangalore,3369,7611000,1043,Kengeri,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
6332,Mumbai,6332,12600000,616,Thane West,2.0,,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4656,Mumbai,4656,47600000,2260,Andheri West,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2569,Kolkata,2569,3001000,822,Rajarhat,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,
390,Delhi,390,2800000,720,Burari,2.0,1.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0.0
6177,Mumbai,6177,14500000,1100,Powai,2.0,,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,,9.0,9,9.0
3755,Chennai,3755,3289000,974,Gowrivakkam,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
1763,Hyderabad,1763,4000000,1195,Nallakunta,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
3798,Delhi,3798,2336000,800,Noida,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4865,Bangalore,4865,7155000,950,Anekal City,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2834,Kolkata,2834,12000000,1000,Tollygunge,2.0,1.0,,9.0,9.0,9.0,9.0,9,9.0,,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4300,Chennai,4300,6600000,1510,Poonamallee,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4541,Bangalore,4541,2288000,1025,Anekal City,2.0,0.0,9.0,9.0,9.0,,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4447,Mumbai,4447,26400000,1083,Thane West,2.0,0.0,,9.0,9.0,,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,,9.0,9.0,9.0,9,9.0
2771,Kolkata,2771,4805000,1182,Rajarhat,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
3251,Kolkata,3251,5200000,1050,Behala,3.0,0.0,9.0,9.0,,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
2795,Bangalore,2795,3232000,1040,Bommanahalli,2.0,0.0,9.0,9.0,9.0,,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
4419,Mumbai,4419,2585000,3200,Panvel,5.0,1.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,,9,9.0,9.0,9.0,9.0,9.0,9,9.0
3770,Bangalore,3770,13000000,1800,Narayanapura on Hennur Main Road,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,,9,9.0
2721,Delhi,2721,8300000,1845,DLF Farms,3.0,1.0,,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,,9.0,9.0,9,9.0
4673,Bangalore,4673,7840000,924,Attibele,3.0,0.0,9.0,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9,9.0,9.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9,9.0
